Course,Title,Units,Lec/Sec,Days,Begin,End,Bldg/Room,Location,Instructor(s),
21765,Introduction to Parallel Computing and Scientific Computation,9,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Manolache,
21785,Practicum in Mathematical Sciences,0-48,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
21801,Advanced Topics in Discrete Mathematics:,12,,,,,,,,
,Introduction to the Theory of Random Graphs,,A,MW,03:30PM,04:50PM,WEH 8201,"Pittsburgh, Pennsylvania",Frieze,
21805,Lambda Calculus,12,A,MWF,12:30PM,01:20PM,DH 2122,"Pittsburgh, Pennsylvania",Statman,
21820,Advanced Topics in Analysis:,12,,,,,,,,
,Singular Integrals,,A,MWF,02:30PM,03:20PM,WEH 7218,"Pittsburgh, Pennsylvania",Leoni,
21881,Topics in Stochastic Calculus:,12,,,,,,,,
,Malliavin Calculus,,A,MWF,10:30AM,11:20AM,WEH 8201,"Pittsburgh, Pennsylvania",Bourguin,
21900,Reading and Research,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,PP,TBA,,,TBA,"Lisbon, Portugal",Instructor TBA,
21901,Masters Degree Research,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
21902,Doctoral Thesis Research,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,PP,TBA,,,TBA,"Lisbon, Portugal",Instructor TBA,
21997,Mathematics Colloquium,0,A,WF,04:30PM,05:50PM,WEH 7500,"Pittsburgh, Pennsylvania",Instructor TBA,
Mechanical Engineering,,,,,,,,,,
24051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24101,Fundamentals of Mechanical Engineering,12,Lec,MW,02:30PM,04:20PM,DH 2210,"Pittsburgh, Pennsylvania",McGaughey,
,,,A,R,12:30PM,02:20PM,SH 219,"Pittsburgh, Pennsylvania",McGaughey,
,,,B,R,02:30PM,04:20PM,SH 219,"Pittsburgh, Pennsylvania",McGaughey,
,,,C,R,04:30PM,06:20PM,SH 219,"Pittsburgh, Pennsylvania",McGaughey,
,,,D,R,06:30PM,08:20PM,SH 219,"Pittsburgh, Pennsylvania",McGaughey,
24200,Machine Shop Practice,1,A3,M,09:30AM,11:20AM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,B3,T,08:30AM,10:20AM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,C3,W,09:30AM,11:20AM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,D3,F,10:30AM,12:20PM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,E3,F,01:30PM,03:20PM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,F4,M,01:30PM,03:20PM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,G4,R,08:30AM,10:20AM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
24201,Engineering Graphics,9,T,TR,06:30PM,09:20PM,SH 222,"Pittsburgh, Pennsylvania",Kmetz,
24202,Introduction to Computer Aided Design,1,A3,T,06:30PM,08:20PM,HL CLSTR,"Pittsburgh, Pennsylvania",D'Eramo,
,,,B4,M,06:30PM,08:20PM,BH 140E,"Pittsburgh, Pennsylvania",D'Eramo,
24210,Special Topics: Additive Manufacturing for Engineers,3,A3,TR,06:30PM,08:20PM,SH 214,"Pittsburgh, Pennsylvania",Beuth,
,,,B4,MW,06:30PM,08:20PM,SH 219,"Pittsburgh, Pennsylvania",Beuth,
24231,Fluid Mechanics,10,Lec,TR,10:30AM,11:50AM,PH 100,"Pittsburgh, Pennsylvania",Litster,
,,,A,W,01:30PM,02:20PM,SH 214,"Pittsburgh, Pennsylvania",Litster,
,,,B,W,02:30PM,03:20PM,WEH 5302,"Pittsburgh, Pennsylvania",Litster,
,,,C,W,03:30PM,04:20PM,WEH 5302,"Pittsburgh, Pennsylvania",Litster,
,,,D,W,04:30PM,05:20PM,WEH 5302,"Pittsburgh, Pennsylvania",Litster,
24262,Stress Analysis,12,Lec,TR,01:30PM,02:50PM,DH 2210,"Pittsburgh, Pennsylvania",Steif,
,,,A,M,01:30PM,02:20PM,SH 214,"Pittsburgh, Pennsylvania",Steif,
,,,,TBA,,,TBA,"Pittsburgh, Pennsylvania",,
,,,B,M,02:30PM,03:20PM,SH 214,"Pittsburgh, Pennsylvania",Steif,
,,,,TBA,,,TBA,"Pittsburgh, Pennsylvania",,
,,,C,M,03:30PM,04:20PM,PH A18C,"Pittsburgh, Pennsylvania",Steif,
,,,,TBA,,,TBA,"Pittsburgh, Pennsylvania",,
,,,D,M,04:30PM,06:20PM,SH 214,"Pittsburgh, Pennsylvania",Steif,
,,,,TBA,,,TBA,"Pittsburgh, Pennsylvania",,
24292,Special Topics in Renewable Energy Engineering,9,A,TR,03:00PM,04:20PM,SH 214,"Pittsburgh, Pennsylvania",Yao,
24300,Fundamentals of CNC Machining,1,A3,M,12:30PM,02:20PM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,A4,T,09:30AM,11:20AM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,B3,R,09:30AM,11:20AM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
,,,B4,R,01:00PM,02:50PM,HH C109,"Pittsburgh, Pennsylvania",Dillinger,
24302,Mechanical Engineering Seminar I,2,A,F,12:30PM,01:20PM,WEH 4709,"Pittsburgh, Pennsylvania",Joshi,
,,,B,F,01:30PM,02:20PM,SH 222,"Pittsburgh, Pennsylvania",Joshi,
24321,Thermal-Fluids Experimentation,12,Lec,T,08:30AM,10:20AM,PH 100,"Pittsburgh, Pennsylvania","Rabin, Shen",
,,,A,T,12:30PM,04:20PM,HH B301,"Pittsburgh, Pennsylvania","Rabin, Shen",
,,,B,T,04:30PM,08:20PM,HH B301,"Pittsburgh, Pennsylvania","Rabin, Shen",
,,,C,R,08:30AM,12:20PM,HH B301,"Pittsburgh, Pennsylvania","Rabin, Shen",
,,,D,R,12:30PM,04:20PM,HH B301,"Pittsburgh, Pennsylvania","Rabin, Shen",
,,,E,R,04:30PM,08:20PM,HH B301,"Pittsburgh, Pennsylvania","Rabin, Shen",
,,,F,F,09:30AM,01:20PM,HH B301,"Pittsburgh, Pennsylvania","Rabin, Shen",
24341,Manufacturing Sciences,9,T,MW,06:30PM,07:50PM,SH 220,"Pittsburgh, Pennsylvania",Jarvis,
24352,Dynamic Systems and Controls,12,A,MW,12:30PM,02:20PM,BH A51,"Pittsburgh, Pennsylvania",Ozdoganlar,
24358,Special Topics in Culinary Mechanics,9,A,TR,10:30AM,11:50AM,MI 348,"Pittsburgh, Pennsylvania",Leduc,
24370,Engineering Design I: Methods and Skills,12,Lec,MW,02:30PM,04:20PM,DH 2315,"Pittsburgh, Pennsylvania",Collins,
,,,A,T,06:30PM,07:50PM,SH 125,"Pittsburgh, Pennsylvania",Collins,
,,,B,W,06:30PM,07:50PM,SH 125,"Pittsburgh, Pennsylvania",Collins,
24390,Mechanical Engineering Co-op,0-3,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24391,Mechanical Engineering Project,"3-12,18",A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24392,Mechancial Engineering Project,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24425,Combustion and Air Pollution Control,9,A,TR,01:30PM,02:50PM,SH 214,"Pittsburgh, Pennsylvania",Presto,
24441,Engineering Design II: Conceptualization and Realization,12,A,MWF,09:30AM,11:20AM,SH 125,"Pittsburgh, Pennsylvania",Vargas Hernandez,
,,,B,MW,02:30PM,04:20PM,BH 136A,"Pittsburgh, Pennsylvania",Kara,
,,,,F,01:30PM,03:20PM,WEH 5409,"Pittsburgh, Pennsylvania",,
24491,Department Research Honors,24-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24492,Department Research Honors,24-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24612,Cardiovascular Mechanics,12,A,TR,10:30AM,11:50AM,SH 208,"Pittsburgh, Pennsylvania",Cook,
24618,Special Topics: Computational Analysis of Transport Phenomena,12,A,MW,02:30PM,04:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Singh,
24628,Energy Transport and Conversion at the Nanoscale,12,A,MW,09:30AM,11:20AM,PH A18B,"Pittsburgh, Pennsylvania",Malen,
24651,Special Topics in Material Selection for Mechanical Engineers,12,A,MW,09:30AM,11:20AM,PH A18C,"Pittsburgh, Pennsylvania",De Boer,
24658,Computational Bio-Modeling and Visualization,12,A,MW,11:30AM,01:20PM,WEH 5415,"Pittsburgh, Pennsylvania",Zhang,
24659,Introduction to Continuum Biomechanics,12,A,R,01:30PM,04:20PM,EDS 125,"Pittsburgh, Pennsylvania",Massoudi,
24673,"Soft Robots: Mechanics, Design and Modeling",12,A,MW,04:30PM,06:20PM,HH B103,"Pittsburgh, Pennsylvania",Majidi,
24680,Quantitative Entrepreneurship: Analysis for New Technology Commercialization,12,A,MW,01:30PM,03:20PM,WEH 5409,"Pittsburgh, Pennsylvania","Michalek, Fuchs",
24681,Computer-Aided Design,12,A,TR,03:00PM,04:50PM,BH A51,"Pittsburgh, Pennsylvania",Shimada,
24684,Integrated Product Development,12,A,TR,10:30AM,01:20PM,INT 103,"Pittsburgh, Pennsylvania","Cagan, Boatwright, Anderson",
24689,Special Topics: Global and Regional Sustainable Design,12,A,MW,04:30PM,06:20PM,SH 222,"Pittsburgh, Pennsylvania",Vargas Hernandez,
24703,Numerical Methods in Engineering,12,A,MW,04:30PM,06:20PM,BH 136A,"Pittsburgh, Pennsylvania",Singh,
24718,Computational Fluid Dynamics,12,A,MW,11:30AM,01:20PM,SH 125,"Pittsburgh, Pennsylvania",Higgs,
24731,Conductive Heat Transfer,6,A3,MW,09:30AM,11:20AM,SH 222,"Pittsburgh, Pennsylvania",Rabin,
24733,Radiative Heat Transfer,6,A4,MW,09:30AM,11:20AM,SH 222,"Pittsburgh, Pennsylvania",Rabin,
24740,Combustion and Air Pollution Control,12,A,TR,01:30PM,02:50PM,SH 214,"Pittsburgh, Pennsylvania",Presto,
24755,Finite Element Method in Mechanics I,12,A,TR,08:30AM,10:20AM,BH A53,"Pittsburgh, Pennsylvania",Bielak,
24776,Non Linear Control,12,A,MW,12:30PM,02:20PM,SH 222,"Pittsburgh, Pennsylvania",Sreenath,
24778,Mechatronic Design,12,Lec,MW,02:30PM,04:20PM,HH B103,"Pittsburgh, Pennsylvania","Neuman, Dolan",
,,,A,TBA,,,HH 1307,"Pittsburgh, Pennsylvania",Instructor TBA,
24782,Computational Engineering Project II,0-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Shimada,
24792,Graduate Seminar II,0,A,F,12:30PM,02:20PM,PH 100,"Pittsburgh, Pennsylvania",Majidi,
24793,Supervised Reading,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24794,Master of Science Project,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24795,PhD Internship in Teaching Counterpoint,0-24,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24797,Thesis Research,0-99,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24799,Practicum in Mechancal Engineering,0-48,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
24882,Integrated Innovation Seminar & Workshop Series,0,A,F,12:00PM,01:50PM,INT 103,"Pittsburgh, Pennsylvania",Zink,
24884,Special Topics: Designing for the Internet of Things,6,A3,M,03:30PM,05:20PM,INT 103,"Pittsburgh, Pennsylvania",Byrne,
,,,,W,03:30PM,05:20PM,HL A10,"Pittsburgh, Pennsylvania",,
24885,Special Topics: The Leadership Challenge,6,A4,MW,01:30PM,03:20PM,INT 103,"Pittsburgh, Pennsylvania",Root,
,,,B4,MW,10:30AM,12:20PM,B23 109,"San Jose, California",Root,
24892,Special Topics in Bipedal Locomotion Seminar,0,A,F,02:30PM,03:50PM,WEH 5304,"Pittsburgh, Pennsylvania",Collins,
Medical Management:Sch of Pub Pol & Mgt,,,,,,,,,,
92871,Executive Leadership,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Davis,
92873,Lean for Healthcare Quality,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Falbo,
92879,Digital Transformation e,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Lightman,
92880,Organizational Management: Power & Influence,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Krackhardt,
92883,Business Plan Development I,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Zak,
92886,Negotiation and Conflict Resolution,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Babcock,
92890,Strategic Health Care Marketing,6,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Berkowitz,
92892,Infrastructure Management,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kurland,
92893,"Managing Mergers, Alliances and Divestitures",12,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Synnott,
92894,Health Law,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Zarone,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Haddad,
92895,Security of Medical Information in the Age of the Internet,12,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kurland,
92897,Health Care Quality,6,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Granato,
92898,Business Plan Development II,6,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Zak,
Military Science-ROTC,,,,,,,,,,
30102,Foundations of Leadership,5,A,R,08:00AM,08:50AM,TBA,"Pittsburgh, Pennsylvania",Johns,
30202,Applications in Leadership and Combat Power,5,A,T,08:00AM,08:50AM,TBA,"Pittsburgh, Pennsylvania",Johns,
30302,Advanced Leader Planning and Combat Operations,5,A,MW,08:30AM,09:50AM,TBA,"Pittsburgh, Pennsylvania",Johns,
30402,Transition to the Profession of Arms,5,A,MW,10:00AM,11:50AM,TBA,"Pittsburgh, Pennsylvania",Bender,
Modern Languages,,,,,,,,,,
82051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82101,Elementary French I,12,A,MWF,12:30PM,01:20PM,PH 126A,"Pittsburgh, Pennsylvania",West,
,,,,T,12:30PM,01:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
82102,Elementary French II,12,A,MWF,11:30AM,12:20PM,WEH 5316,"Pittsburgh, Pennsylvania",Hoogstaden,
,,,,T,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
82104,Elementary French II Online,12,A,T,06:30PM,07:50PM,DH 1209,"Pittsburgh, Pennsylvania",Hoogstaden,
82112,Elementary Arabic II,12,A,MWF,10:30AM,11:20AM,PH A19C,"Pittsburgh, Pennsylvania",Abraham,
,,,,T,10:30AM,11:20AM,PH A19C,"Pittsburgh, Pennsylvania",,
82114,Arabic for Global Exchange Online,6,A3,T,01:30PM,02:50PM,HBH 1511,"Pittsburgh, Pennsylvania",Abraham,
82116,Arabic Cultural Issues Past & Present,9,W,MW,01:30PM,02:50PM,TBA,"Doha, Qatar",Ibrahim,
82121,Elementary German I,12,A,MWF,11:30AM,12:20PM,PH 126A,"Pittsburgh, Pennsylvania",Hallstein,
,,,,T,11:30AM,12:20PM,WEH 5409,"Pittsburgh, Pennsylvania",,
82122,Elementary German II,12,A,MTWF,01:30PM,02:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Brockmann,
,,,,T,01:30PM,02:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,B,MWF,02:30PM,03:20PM,BH 255A,"Pittsburgh, Pennsylvania",Brockmann,
,,,,T,02:30PM,03:20PM,BH 255A,"Pittsburgh, Pennsylvania",,
82123,Directed Language Study: Elementary German I or II,12,A,M,03:30PM,06:20PM,BH 154A,"Pittsburgh, Pennsylvania",Stender,
82131,Elementary Chinese I,12,A,MWF,09:30AM,10:20AM,WEH 5304,"Pittsburgh, Pennsylvania",Wang,
,,,,T,09:30AM,10:20AM,TBD TBD,"Pittsburgh, Pennsylvania",,
82132,Elementary Chinese II,12,A,MWF,09:30AM,10:20AM,PH A20A,"Pittsburgh, Pennsylvania",Li,
,,,,T,09:30AM,10:20AM,PH A20A,"Pittsburgh, Pennsylvania",,
,,,B,MWF,11:30AM,12:20PM,PH A21A,"Pittsburgh, Pennsylvania",Qin,
,,,,T,11:30AM,12:20PM,PH A21A,"Pittsburgh, Pennsylvania",,
,,,C,MWF,12:30PM,01:20PM,PH A20A,"Pittsburgh, Pennsylvania",Liu,
,,,,T,12:30PM,01:20PM,PH A20A,"Pittsburgh, Pennsylvania",,
,,,D,MWF,01:30PM,02:20PM,WEH 5312,"Pittsburgh, Pennsylvania",Liu,
,,,,T,01:30PM,02:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,E,MTWF,04:30PM,05:20PM,PH A19A,"Pittsburgh, Pennsylvania",Li,
82134,Elementary Chinese Online II,12,A,R,06:30PM,07:50PM,PH 125B,"Pittsburgh, Pennsylvania",Wu,
82135,Intensive Elementary Chinese,12,A,MWF,11:30AM,12:20PM,BH A54,"Pittsburgh, Pennsylvania",Ho-Chen,
,,,,T,11:30AM,12:20PM,BH 255A,"Pittsburgh, Pennsylvania",,
82137,Chinese Calligraphy Culture and Skills,9,A,TR,10:30AM,11:50AM,TBD TBD,"Pittsburgh, Pennsylvania",Li,
82141,Elementary Spanish I,12,A,MWF,09:30AM,10:20AM,PH 225B,"Pittsburgh, Pennsylvania",Weber,
,,,,T,09:30AM,10:20AM,WEH 8427,"Pittsburgh, Pennsylvania",,
,,,B,MWF,08:30AM,09:20AM,WEH 5304,"Pittsburgh, Pennsylvania",Gomez Laich,
,,,,T,08:30AM,09:20AM,WEH 5304,"Pittsburgh, Pennsylvania",,
82142,Elementary Spanish II,12,A,MWF,10:30AM,11:20AM,WEH 6423,"Pittsburgh, Pennsylvania",Gulish,
,,,,T,10:30AM,11:20AM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,B,MWF,11:30AM,12:20PM,SH 222,"Pittsburgh, Pennsylvania",Martinez,
,,,,T,11:30AM,12:20PM,PH A21,"Pittsburgh, Pennsylvania",,
,,,W,UMTR,09:30AM,10:20AM,CMB 2052,"Doha, Qatar",Helin,
82144,Elementary Spanish II Online,12,A,W,06:30PM,07:50PM,PH 225B,"Pittsburgh, Pennsylvania",Tardio,
82162,Elementary Italian II,12,A,MTWF,08:30AM,09:20AM,BH 255A,"Pittsburgh, Pennsylvania",Vairo,
,,,B,MTWF,09:30AM,10:20AM,BH 255A,"Pittsburgh, Pennsylvania",Vairo,
,,,C,MTWF,10:30AM,11:20AM,BH 255A,"Pittsburgh, Pennsylvania",Vairo,
,,,D,MWF,02:30PM,03:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Puppo,
,,,,T,02:30PM,03:20PM,DH 2105,"Pittsburgh, Pennsylvania",,
82163,Directed Language Study: Elementary Italian I or II,12,A,W,03:30PM,04:20PM,BH 255A,"Pittsburgh, Pennsylvania",Puppo,
82171,Elementary Japanese I,12,A,MWF,10:30AM,11:20AM,TBD TBD,"Pittsburgh, Pennsylvania",Tsai,
,,,,T,10:30AM,11:20AM,WEH 8427,"Pittsburgh, Pennsylvania",,
,,,B,MWF,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Iwasaki,
,,,,T,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
82172,Elementary Japanese II,12,A,MWF,09:30AM,10:20AM,SH 219,"Pittsburgh, Pennsylvania",Huang,
,,,,T,09:30AM,10:20AM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,B,MWF,10:30AM,11:20AM,PH 226C,"Pittsburgh, Pennsylvania",Goto,
,,,,T,10:30AM,11:20AM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,C,MWF,11:30AM,12:20PM,BH 154A,"Pittsburgh, Pennsylvania",Huang,
,,,,T,11:30AM,12:20PM,PH A20A,"Pittsburgh, Pennsylvania",,
,,,D,MWF,12:30PM,01:20PM,BH 154A,"Pittsburgh, Pennsylvania",Huang,
,,,,T,12:30PM,01:20PM,PH A21A,"Pittsburgh, Pennsylvania",,
,,,E,MWF,04:30PM,05:20PM,PH 226C,"Pittsburgh, Pennsylvania",King,
,,,,T,04:30PM,05:20PM,WEH 8427,"Pittsburgh, Pennsylvania",,
82186,Freshman Seminar: Introduction to Russian Culture,9,A,TR,10:30AM,11:50AM,BH A54,"Pittsburgh, Pennsylvania",Kats,
82188,Freshman Seminar: The Uses and Abuses of Haiti,9,A,MWF,02:30PM,03:20PM,PH A19C,"Pittsburgh, Pennsylvania",West,
82192,Elementary Russian II,12,A,MW,01:30PM,02:20PM,BH 255A,"Pittsburgh, Pennsylvania",Castellano,
,,,,TR,01:30PM,02:20PM,BH 255A,"Pittsburgh, Pennsylvania",,
82198,Research Training: Modern Languages,"3,6,9,12",A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,Research Training: Modern Languages:,,,,,,,,,
,Education Data Mining: Research in an online language and culture course,,C,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
82201,Intermediate French I,9,A,MWF,10:30AM,11:20AM,PH A22,"Pittsburgh, Pennsylvania",Hoogstaden,
82202,Intermediate French II,9,A,MWF,02:30PM,03:20PM,SH 220,"Pittsburgh, Pennsylvania",Youngs,
82212,Intermediate Arabic II,9,A,MWF,11:30AM,12:20PM,PH A19C,"Pittsburgh, Pennsylvania",Abraham,
,,,,T,11:30AM,12:20PM,PH A19C,"Pittsburgh, Pennsylvania",,
82215,Introduction to Modern Arabic Literature and Culture,"9,12",A,TR,03:00PM,04:20PM,PH A20A,"Pittsburgh, Pennsylvania",Attia,
82221,Intermediate German I,9,A,MWF,12:30PM,01:20PM,PH 125B,"Pittsburgh, Pennsylvania",Eichmanns,
82222,Intermediate German II,9,A,MWF,01:30PM,02:20PM,BH A54,"Pittsburgh, Pennsylvania",Eichmanns,
82231,Intermediate Chinese I,12,A,MWF,10:30AM,11:20AM,SH 212,"Pittsburgh, Pennsylvania",Yao,
,,,,T,10:30AM,11:20AM,TBD TBD,"Pittsburgh, Pennsylvania",,
82232,Intermediate Chinese II,12,A,MWF,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Yao,
,,,B,MWF,12:30PM,01:20PM,SH 212,"Pittsburgh, Pennsylvania",Yao,
,,,,T,12:30PM,01:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,C,MWF,01:30PM,02:20PM,DH 2105,"Pittsburgh, Pennsylvania",Zhang,
,,,,T,01:30PM,02:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
82235,Intermediate Chinese for Heritage Students,12,A,MWF,12:30PM,01:20PM,PH A19C,"Pittsburgh, Pennsylvania",Li,
,,,,T,12:30PM,01:20PM,PH A19D,"Pittsburgh, Pennsylvania",,
82238,Topics in Chinese Culture:,9,,,,,,,,
,Gender & Sexuality in China: Tradition & Transformation,,A,TR,09:00AM,10:20AM,PH 126A,"Pittsburgh, Pennsylvania",Sun,
82241,Intermediate Spanish I,9,A,MWF,11:30AM,12:20PM,PH A19A,"Pittsburgh, Pennsylvania",Tardio,
82242,Intermediate Spanish II,9,A,MWF,09:30AM,10:20AM,WEH 5316,"Pittsburgh, Pennsylvania",Gomez,
,,,B,MWF,10:30AM,11:20AM,WEH 5316,"Pittsburgh, Pennsylvania",Gomez,
,,,W,UT,10:30AM,11:50AM,CMB 2222,"Doha, Qatar",Helin,
82252,Topics in Korean Culture:,9,,,,,,,,
,Korean Cinema in Trnsntl Perspective: Evolution of East Asian Film Genres,,A,T,06:30PM,08:50PM,BH 255A,"Pittsburgh, Pennsylvania",Shin,
,,,,R,06:30PM,07:50PM,BH 255A,"Pittsburgh, Pennsylvania",,
82262,Intermediate Italian II,9,A,MWF,11:30AM,12:20PM,BH 255A,"Pittsburgh, Pennsylvania",Vairo,
82271,Intermediate Japanese I,12,A,MWF,11:30AM,12:20PM,SH 212,"Pittsburgh, Pennsylvania",Goto,
,,,,T,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
82272,Intermediate Japanese II,12,A,MWF,11:30AM,12:20PM,DH 2105,"Pittsburgh, Pennsylvania",Hatakeyama,
,,,,T,11:30AM,12:20PM,WEH 5421,"Pittsburgh, Pennsylvania",,
,,,B,MWF,01:30PM,02:20PM,WEH 5320,"Pittsburgh, Pennsylvania",Hatakeyama,
,,,,T,01:30PM,02:20PM,TBD TBD,"Pittsburgh, Pennsylvania",,
,,,C,MWF,05:30PM,06:20PM,PH 226C,"Pittsburgh, Pennsylvania",King,
,,,,T,05:30PM,06:20PM,WEH 8427,"Pittsburgh, Pennsylvania",,
82273,Introduction to Japanese Language and Culture,9,A,TR,03:00PM,04:20PM,PH A22,"Pittsburgh, Pennsylvania",Litt,
82281,Tutoring for Community Outreach,12-Mar,A,M,02:30PM,03:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Polansky,
82292,Intermediate Russian II,9,A,MWF,12:30PM,01:20PM,BH A54,"Pittsburgh, Pennsylvania",Kats,
82300,Topics in Cross-Cultural Studies:,9,,,,,,,,
,Negotiating Arab Identities and Gender Roles in Film and Literature,,A,MWF,01:30PM,02:20PM,PH A19C,"Pittsburgh, Pennsylvania",Abraham,
82303,French Culture,9,A,TR,09:00AM,10:20AM,PH 125B,"Pittsburgh, Pennsylvania",Niang,
82304,The Francophone World,9,A,MWF,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",West,
82305,French in its Social Contexts,9,A,TR,12:00PM,01:20PM,SH 222,"Pittsburgh, Pennsylvania",Niang,
82312,Arabic Language and Culture II,9,A,TR,01:30PM,02:50PM,PH A20A,"Pittsburgh, Pennsylvania",Attia,
82314,Business Arabic,9,W,UT,01:30PM,02:50PM,TBA,"Doha, Qatar",Ibrahim,
82323,"Germany, Austria and Switzerland in the 20th Century",9,A,MWF,02:30PM,03:20PM,PH A19A,"Pittsburgh, Pennsylvania",Hallstein,
82332,Advanced Chinese II,9,A,MWF,09:30AM,10:20AM,TBD TBD,"Pittsburgh, Pennsylvania",Ke,
,,,B,MWF,11:30AM,12:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Xiao,
,,,C,MWF,12:30PM,01:20PM,DH 2105,"Pittsburgh, Pennsylvania",Yu,
82333,Introduction to Chinese Language and Culture,"9,12",A,TR,10:30AM,11:50AM,PH A19,"Pittsburgh, Pennsylvania",Kaske,
,,,B,TR,01:30PM,02:50PM,WEH 5421,"Pittsburgh, Pennsylvania",Kaske,
82334,Structure of Chinese,9,A,TR,03:00PM,04:20PM,PH A21A,"Pittsburgh, Pennsylvania",Yao,
82340,Business Language & Cultures in China II,9,A,TR,01:30PM,02:50PM,TBD TBD,"Pittsburgh, Pennsylvania",Meng,
82342,Spain: Language and Culture,9,A,MWF,01:30PM,02:20PM,WEH 6423,"Pittsburgh, Pennsylvania",Gulish,
82343,Latin America: Language and Culture,9,A,TR,12:00PM,01:20PM,HBH 1511,"Pittsburgh, Pennsylvania",Achugar,
82344,U.S. Latinos: Language and Culture,9,A,TR,09:00AM,10:20AM,HBH 1002,"Pittsburgh, Pennsylvania",Dworkin,
